Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
De Salin de Giraud au Salin de Badon - visite guidée,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.416468,4.73497,C134 de Fiélouse La Capelière,13200#Arles,,True,True,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2021-07-13,#+33 4 90 97 00 97#reservedecamargue@espaces-naturels.fr#http://www.snpn.com/reservedecamargue,,"De la cité ouvrière de Salin de Giraud au Salin de Badon dans la réserve naturelle nationale de camargue, une histoire d’hommes à l’origine de la Réserve.",https://data.datatourisme.gouv.fr/58/6c0c5b44-2a40-3a36-bc91-ee0fe7f912db
Visite guidée à la découverte des oiseaux et de leur baguage en langue d’oc,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.535369,4.644268,C134 de Fiélouse La Capelière,13200#Arles,,True,True,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2021-04-08,#+33 4 90 97 00 97#reservedecamargue@espaces-naturels.fr#http://www.snpn.com/reservedecamargue,,"Découverte des oiseaux et de leur baguage en langue d’oc.
Cette sortie est l'occasion de découvrir le métier de bagueur d'oiseaux et la langue d'oc.",https://data.datatourisme.gouv.fr/58/f92cd23e-5962-3f7a-9615-2078b6f4183a
La faune et ses milieux dans la Réserve Naturelle Nationale de Camargue,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.535369,4.644268,C134 de Fiélouse La Capelière,13200#Arles,,True,True,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2021-01-18,#+33 4 90 97 00 97#reservedecamargue@espaces-naturels.fr#http://www.snpn.com/reservedecamargue,,Sortie nature au coeur de la Réserve Naturelle Nationale de Camargue.,https://data.datatourisme.gouv.fr/58/123975c8-0019-3c96-acb5-3c982fffd7e1
Visite guidée de la Capelière : les espèces et leurs milieux,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.535369,4.644268,C134 de Fiélouse La Capelière,13200#Arles,,True,True,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2021-07-13,#+33 4 90 97 00 97#reservedecamargue@espaces-naturels.fr#http://www.snpn.com/reservedecamargue,,"Venez découvrir la Capelière cet automne, entre oiseaux des marais et oiseaux des forêts, entre sansouire, forêt et marais, un lieu de nature pour comprendre la Camargue.",https://data.datatourisme.gouv.fr/58/255877bf-29ad-3b1b-8fa5-2a65a4136206
"Phares, farots et tours de Camargue  : conférence et sortie nature",https://www.datatourisme.gouv.fr/ontology/core#Conference|https://www.datatourisme.gouv.fr/ontology/core#CulturalEvent|https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.4543,4.58453,C134 de Fiélouse La Capelière,13200#Arles,,True,True,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2021-09-15,#+33 4 90 97 00 97#reservedecamargue@espaces-naturels.fr#http://www.snpn.com/reservedecamargue,,Conférence au phare de la Gacholle suivie d’une visite guidée de découverte de la faune et de la flore aux alentours du phare.,https://data.datatourisme.gouv.fr/58/0097101d-9294-336e-8df1-ab858346fc8e
"Sortie Nature - Habitats de moyenne Camargue, élevage et traditions",https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.535369,4.644268,C134 de Fiélouse La Capelière,13200#Arles,,True,True,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2021-02-22,#+33 4 90 97 00 97#reservedecamargue@espaces-naturels.fr#http://www.snpn.com/reservedecamargue,,"Visite d'un site de moyenne Camargue du Conservatoire du littoral, géré par la Société Nationale de Protection de la Nature",https://data.datatourisme.gouv.fr/58/0cf658da-2995-34c9-8af4-918433a944e8
Le Dressing d'Oscar,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.172319,6.532017,"Rue du Port - Immeuble ""Le Concorde""",83240#Cavalaire-sur-Mer,,True,True,Office de tourisme de Cavalaire,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-12,#+33 6 15 54 11 24#ledressingdoscar@gmail.com#,,Le dressing d Oscar est un concept store pour enfant de 0-16 ans.,https://data.datatourisme.gouv.fr/13/9b1dfcf8-879b-34b0-b97e-e7d27b5486eb
Batterie du Cap Nègre,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#ArtGalleryOrExhibitionGallery|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.100246999999996,5.806006,Corniche de Solviou,83140#Six-Fours-les-Plages,,True,True,Office de Tourisme Provence Méditerranée,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-20,#+33 4 94 07 02 21<>+33 4 94 25 53 84#sixfours@tourisme-ouestvar.com<>batterie.cap-negre@mairie-six-fours.fr#http://poleartsplastiques.ville-six-fours.fr/<>https://www.tourisme-ouestvar.com/,,"La 1ère batterie est réorganisée sous Louis Philippe 1er (1846 -50).
Lieu d'exposition.",https://data.datatourisme.gouv.fr/13/0d303744-f75a-3cd0-9ca0-15195bc4033e
Visite commentée de la Noria de Camejean - Journées du Patrimoine,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.666247999999996,5.264337,Chemin du Camp d'Eyguières Noria de Camejean,13410#Lambesc,,True,True,Bureau municipal du Tourisme de Lambesc,Provence Tourisme / Bureau municipal du Tourisme de Lambesc,2021-08-20,#+33 4 42 17 00 62##,,Venez découvrir la Noria de Camejean ayant fait l'objet d'une campagne de restauration entre 2017 et 2021.,https://data.datatourisme.gouv.fr/58/6afcdde5-8928-3dca-92bb-0daed675612c
Visite commentée du musée - Journées du Patrimoine,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.65188,5.261784,2 rue du Jas Musée d'art local et d'archéologie,13410#Lambesc,,True,True,Bureau municipal du Tourisme de Lambesc,Provence Tourisme / Bureau municipal du Tourisme de Lambesc,2021-08-20,#+33 4 42 17 00 62<>+33 6 63 17 60 92##,,"Le musée d'art local et d'archéologie de Lambesc, ouvert depuis 1937 vous ouvre ses portes à l'occasion des Journées du Patrimoine.",https://data.datatourisme.gouv.fr/58/572d909a-f8f9-3969-bda3-47209efb4336
Atelier de création de Parfum - Parfumerie Galimard,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.644633,6.939622,5 route de Pégomas Le Studio des Fragrances,06130#Grasse,,True,True,Tourisme Pays de Grasse,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-13,#+33 4 93 09 20 00#info@galimard.com#http://www.galimard.com/,,"La Parfumerie Galimard a ouvert la dernière porte qui restait fermée au public : celle de la magie de la création.
Dans notre établissement ” Le Studio des Fragrances”, notre Parfumeur va vous transformer en créateur de parfum.",https://data.datatourisme.gouv.fr/13/1d7174ee-a23e-3d8d-9668-fdb8e05362ef
Casino de Bandol,https://www.datatourisme.gouv.fr/ontology/core#FoodEstablishment|https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#BistroOrWineBar|https://www.datatourisme.gouv.fr/ontology/core#Casino|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/FoodEstablishment|http://schema.org/Product|http://schema.org/Winery|http://schema.org/Casino,43.136835,5.760768,2 place Lucien Arthaud,83150#Bandol,,True,True,Office de tourisme de Bandol,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-30,#+33 4 94 29 31 31#casino-bandol@partouche.com#http://www.casinobandol.com/,,"Casino de jeu Partouche.

Machines à sous, tables de jeux, restaurant, bar, théâtre et événements.",https://data.datatourisme.gouv.fr/13/bf597665-d380-35ee-8307-d6739c784d4f
Les Coches d'eau,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.274181,6.581142,Place du Marché Port Grimaud 1,83310#Grimaud,,True,True,Office de tourisme de Grimaud,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-05-28,#+33 6 73 87 76 84<>+33 9 80 61 45 05#hpco@orange.fr#http://www.hpco.fr/,,Excursions en bateau ou en barques électriques dans Port Grimaud.,https://data.datatourisme.gouv.fr/13/89e5024d-bfb5-3836-999c-25c8ab408d8f
Salle du Couvent,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.635913,6.642811,Maison Waldberg Place du Thouron,83440#Seillans,,True,False,Office de Tourisme Intercommunal Pays de Fayence,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-03-16,#+33 4 94 45 50 57##http://www.seillans.fr/,,Ancienne chapelle transformée en salle d'exposition au coeur du village sur la Place du Thouron.,https://data.datatourisme.gouv.fr/13/a1587552-4801-34a6-90d0-a086137476c2
"Vertige Sport, magasin d'escalade",https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.313608,5.6926239999999995,Place du village,05700#Orpierre,,True,True,Office de Tourisme Sisteron Buëch,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-20,#+33 4 92 66 28 50<>+33 6 83 02 15 60#vertigesport@orange.fr#,,"Tout au long de la saison d'escalade à Orpierre (d'avril à novembre), profitez d'un matériel et de conseils techniques spécialisés pour tous types & niveaux d'escalade. Achat et location de matériel d'escalade et via ferrata. Topos d'escalade, vêtements.",https://data.datatourisme.gouv.fr/13/f67d1f75-de8d-3c35-9e3e-4b36e1f82537
Visite guidée historique du village,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.151682,6.3422019999999995,Place Gambetta Village Médiéval,83230#Bormes-les-Mimosas,,True,True,Office de tourisme de Bormes-les-Mimosas,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-24,#+33 4 94 01 38 38#mail@bormeslesmimosas.com#http://www.bormeslesmimosas.com/,,Visite guidée historique du village médiéval de Bormes-les-Mimosas tous les jeudis.,https://data.datatourisme.gouv.fr/13/bf952ea2-50d5-3261-aa9e-57d54158fce3
Gliss Sup (Stand-Up Paddle),https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.738856,5.96283,Le Port Club Nautique Esparron de Verdon ( CNEV ),04800#Esparron-de-Verdon,,True,True,Office de Tourisme Communautaire Durance Luberon Verdon Agglomération,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-05-16,#+33 4 92 77 15 25#cnev@orange.fr#http://cnev.free.fr/,,"Balade accompagnée pour une découverte des lieux insolites du lac d’Esparron de Verdon 

Durée : 2 heures avec un moniteur diplômé d’Etat
Sur réservation, public à partir de 10 ans",https://data.datatourisme.gouv.fr/13/ec357137-3d0a-3020-b531-318a187c0b06
Les Capitelles de Blauzac,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.639725,4.907942,RD 113 Mas de la Samatane Maison de la Chasse et de la Nature,13310#Saint-Martin-de-Crau,,True,True,Communauté d'agglomération Arles Crau Camargue Montagnette (ACCM),Provence Tourisme / Communauté d'agglomération Arles Crau Camargue Montagnette (ACCM),2021-03-15,#+33 4 90 55 12 56#maison-chasse-nature@stmartindecrau.fr#,,Partez à la découverte de Blauzac,https://data.datatourisme.gouv.fr/58/48f2933f-3e4e-32d5-8fba-01d79acd593e
Sortie nature : Les collines de Miramas,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.639725,4.907942,La Samatane Route de Salon,13310#Saint-Martin-de-Crau,,True,True,Communauté d'agglomération Arles Crau Camargue Montagnette (ACCM),Provence Tourisme / Communauté d'agglomération Arles Crau Camargue Montagnette (ACCM),2021-05-20,#+33 4 90 55 12 56#maison-chasse-nature@stmartindecrau.fr#,,Un beau point de vue sur l'Étang de Berre,https://data.datatourisme.gouv.fr/58/d1b42de2-d862-3e94-be54-629dc9c3d3b1
De la Crau aux Alpilles à Eyguières,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.639725,4.907942,La Samatane Route de Salon,13310#Saint-Martin-de-Crau,,True,True,Communauté d'agglomération Arles Crau Camargue Montagnette (ACCM),Provence Tourisme / Communauté d'agglomération Arles Crau Camargue Montagnette (ACCM),2021-03-12,#+33 4 90 55 12 56#maison-chasse-nature@stmartindecrau.fr#,,Petite randonnée provençale au dessus du village d'Eyguières,https://data.datatourisme.gouv.fr/58/dec8e42f-ee8a-3858-8907-165e8737da5c
